app,mode,destination,source,price,distance
Uber,WAV,Back Bay,North End,12.0,2.84
Lyft,Lux,Northeastern University,Back Bay,13.5,1.12
Uber,Black,Boston University,West End,22.5,2.8
Lyft,Lux Black XL,North Station,Haymarket Square,27.5,0.53
Uber,Black SUV,Fenway,Financial District,35.0,4.48
Lyft,Shared,Northeastern University,North Station,9.0,3.31
Uber,UberXL,Back Bay,Boston University,13.0,1.56
Lyft,Lyft XL,North Station,Northeastern University,16.5,3.24
Lyft,Shared,Theatre District,Fenway,9.0,2.74
Uber,UberPool,Beacon Hill,North End,8.5,1.46
Uber,Black SUV,Haymarket Square,Theatre District,26.5,1.61
Lyft,Lux Black XL,North End,West End,26.0,1.08
Lyft,Lyft XL,South Station,West End,13.5,1.71
Uber,UberXL,Back Bay,South Station,24.5,1.89
Uber,UberX,Beacon Hill,South Station,9.5,2.5
Lyft,Shared,North Station,South Station,10.5,2.53
Lyft,Lux,Boston University,Financial District,32.5,4.31
Lyft,Lyft,Back Bay,Boston University,7.0,1.49
Lyft,Shared,North Station,Northeastern University,7.0,3.18
Uber,UberPool,Back Bay,Haymarket Square,10.0,2.3
Uber,Black,Fenway,West End,21.5,2.84
Lyft,Shared,Financial District,South Station,3.5,0.69
Lyft,Lyft XL,Financial District,Boston University,22.5,4.47
Uber,UberXL,Theatre District,Northeastern University,16.0,2.81
Uber,UberXL,Northeastern University,West End,20.5,3.39
Uber,UberX,Fenway,West End,9.5,2.84
Lyft,Lux Black,Boston University,Financial District,38.5,5.41
Uber,UberPool,Boston University,North Station,11.0,3.01
Lyft,Lux Black,West End,South Station,22.5,1.71
Lyft,Lyft,Back Bay,Boston University,7.0,1.54
Uber,Black,Fenway,Back Bay,14.5,1.34
Lyft,Shared,Beacon Hill,Northeastern University,7.0,2.41
Uber,WAV,Boston University,West End,11.0,2.8
Lyft,Lux Black,Fenway,Beacon Hill,22.5,2.33
Lyft,Lyft,North End,Beacon Hill,10.5,1.52
Uber,WAV,Haymarket Square,Beacon Hill,8.5,1.35
Lyft,Lyft XL,Boston University,Beacon Hill,13.5,2.35
Lyft,Lyft,Financial District,Fenway,13.5,4.39
Lyft,Shared,Haymarket Square,Beacon Hill,5.0,1.3
Uber,Black,Theatre District,Fenway,24.0,2.66
Uber,UberX,Back Bay,Haymarket Square,10.5,2.04
Uber,WAV,Northeastern University,North Station,11.5,3.31
Lyft,Shared,Boston University,Back Bay,3.5,1.44
Uber,UberPool,Northeastern University,North Station,10.0,3.42
Uber,UberX,West End,Fenway,10.5,2.72
Lyft,Lux,West End,South Station,16.5,1.8
Uber,UberX,Back Bay,Fenway,7.5,1.5
Uber,UberXL,West End,Haymarket Square,10.5,0.61
Lyft,Shared,Back Bay,Haymarket Square,3.0,2.39
Uber,WAV,Haymarket Square,Theatre District,7.0,1.38
Uber,WAV,Back Bay,Haymarket Square,9.5,2.3
Lyft,Lux,Theatre District,Haymarket Square,13.5,1.25
Uber,Black SUV,North End,Beacon Hill,30.5,2.19
Lyft,Lyft XL,Theatre District,Northeastern University,16.5,2.58
Lyft,Lux Black XL,Fenway,Back Bay,26.0,1.44
Lyft,Lux Black,West End,South Station,22.5,1.64
Uber,UberXL,West End,Boston University,19.5,3.47
Lyft,Lux,Haymarket Square,West End,13.5,0.92
Uber,UberPool,Back Bay,South Station,12.0,3.44
Uber,UberXL,South Station,West End,13.0,1.71
Uber,WAV,Boston University,Theatre District,9.5,2.62
Uber,Black SUV,South Station,Financial District,26.0,0.39
Uber,UberPool,Beacon Hill,Fenway,8.0,2.46
Lyft,Shared,Boston University,West End,9.0,2.82
Uber,Black,West End,North End,15.0,1.16
Uber,UberPool,Boston University,North Station,10.0,3.01
Uber,Black,Haymarket Square,Financial District,15.5,1.25
Lyft,Lux,North End,Back Bay,22.5,2.99
Lyft,Shared,South Station,West End,3.5,2.17
Uber,Black SUV,Haymarket Square,Theatre District,26.0,1.61
Uber,WAV,North End,Theatre District,7.0,1.57
Lyft,Lux Black,North End,West End,16.5,1.06
Lyft,Lux Black XL,North End,Financial District,26.0,0.94
Lyft,Lux,Beacon Hill,Fenway,19.5,2.42
Uber,Black,North Station,South Station,17.5,1.5
Uber,WAV,Beacon Hill,Boston University,11.0,2.8
Uber,WAV,Fenway,Back Bay,7.5,1.34
Lyft,Lux,South Station,Beacon Hill,13.5,1.53
Lyft,Lyft,Haymarket Square,West End,7.0,0.78
Uber,UberX,Fenway,West End,11.0,2.84
Lyft,Lux Black,North Station,Fenway,32.5,3.23
Uber,WAV,Theatre District,Boston University,11.0,2.98
Uber,UberX,Theatre District,North End,9.5,1.41
Uber,WAV,Theatre District,Haymarket Square,9.5,1.16
Uber,UberPool,North End,Back Bay,9.0,2.33
Uber,UberX,South Station,Theatre District,7.0,0.55
Lyft,Lux Black,West End,Northeastern University,22.5,2.82
Lyft,Lux,Beacon Hill,Boston University,19.5,2.64
Lyft,Lux Black XL,North Station,North End,26.0,1.1
Uber,UberPool,Haymarket Square,West End,6.0,0.72
Uber,UberPool,West End,South Station,7.5,1.97
Uber,WAV,South Station,West End,7.0,1.71
Lyft,Lux,South Station,Back Bay,13.5,1.32
Lyft,Lyft,Theatre District,Haymarket Square,7.0,1.24
Uber,UberXL,Boston University,Back Bay,12.5,1.44
Uber,WAV,North End,Theatre District,8.0,1.57
Uber,UberX,Financial District,Northeastern University,13.0,4.57
Uber,UberXL,North Station,Northeastern University,17.0,3.22
Uber,UberPool,Beacon Hill,Fenway,8.0,2.46
Uber,UberX,Northeastern University,Back Bay,8.0,1.22
Lyft,Lux Black,Fenway,West End,26.0,3.0
Lyft,Lux Black,Beacon Hill,Boston University,22.5,2.67
Uber,UberPool,Fenway,Back Bay,8.0,1.34
Uber,UberX,South Station,Theatre District,7.0,0.55
Uber,UberXL,North Station,North End,15.0,0.92
Lyft,Lux,Northeastern University,Beacon Hill,16.5,2.45
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,27.5,1.22
Lyft,Lux Black,Boston University,Beacon Hill,22.5,2.38
Lyft,Lux Black,North End,Financial District,16.5,1.03
Lyft,Lux,South Station,Back Bay,19.5,1.92
Uber,UberX,West End,South Station,8.5,1.85
Uber,WAV,Fenway,North Station,13.0,3.05
Lyft,Lux,North Station,South Station,16.5,2.0
Lyft,Shared,Back Bay,Northeastern University,5.0,1.44
Lyft,Lux Black XL,Financial District,Northeastern University,32.5,2.87
Lyft,Lyft,Northeastern University,West End,10.5,3.05
Uber,UberPool,Beacon Hill,Haymarket Square,8.0,0.91
Uber,UberX,Boston University,West End,9.5,2.8
Lyft,Lyft,North End,West End,7.0,1.05
Lyft,Lux Black XL,North Station,North End,27.5,0.98
Lyft,Shared,North Station,South Station,3.0,2.35
Lyft,Lux Black XL,Theatre District,Boston University,45.5,2.97
Lyft,Lyft,Theatre District,Boston University,11.0,2.97
Uber,UberPool,South Station,Financial District,6.5,0.39
Lyft,Lux,Theatre District,Haymarket Square,16.5,1.75
Uber,UberPool,Back Bay,South Station,11.0,3.44
Lyft,Lux Black,Haymarket Square,North Station,16.5,0.73
Uber,UberPool,North End,Beacon Hill,7.5,2.19
Lyft,Lyft,Financial District,Fenway,13.5,4.46
Uber,UberPool,Boston University,Financial District,12.0,4.44
Lyft,Lyft,West End,Fenway,9.0,2.86
Lyft,Lux Black XL,North Station,Haymarket Square,26.0,0.43
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,26.0,1.32
Lyft,Shared,South Station,North Station,5.0,1.75
Uber,Black,North Station,Fenway,23.5,3.07
Lyft,Lux Black,Boston University,Beacon Hill,22.5,2.26
Uber,Black SUV,Fenway,West End,33.5,2.84
Lyft,Lux Black XL,Fenway,North Station,32.5,3.16
Lyft,Shared,Northeastern University,North Station,3.5,3.31
Lyft,Shared,South Station,Beacon Hill,7.0,2.42
Lyft,Lux Black,North Station,Fenway,27.5,3.21
Lyft,Lux Black,North End,West End,16.5,1.09
Uber,UberX,West End,South Station,9.5,1.89
Lyft,Lyft,Northeastern University,Theatre District,9.0,2.15
Uber,Black SUV,North End,Theatre District,26.0,1.57
Uber,UberXL,Haymarket Square,West End,10.5,0.72
Lyft,Lyft,Northeastern University,Back Bay,9.0,1.05
Uber,Black,Back Bay,Northeastern University,17.5,1.64
Lyft,Lux Black XL,South Station,West End,26.0,1.74
Uber,UberXL,Northeastern University,West End,18.0,3.15
Lyft,Shared,South Station,Financial District,3.5,0.45
Uber,UberPool,Theatre District,South Station,8.0,1.3
Lyft,Shared,Fenway,West End,3.0,2.99
Lyft,Lyft,North Station,Fenway,10.5,3.21
Uber,Black SUV,Back Bay,Northeastern University,25.0,1.64
Uber,UberX,North End,West End,7.5,1.23
Uber,UberPool,North Station,Boston University,11.0,3.14
Uber,Black SUV,Financial District,South Station,26.5,0.54
Lyft,Lyft,North End,Theatre District,9.0,1.68
Uber,UberXL,Fenway,West End,17.0,2.84
Lyft,Lux Black,Theatre District,Boston University,26.0,2.98
Lyft,Lyft XL,Back Bay,Boston University,10.5,1.48
Lyft,Lux Black,Northeastern University,West End,27.5,3.11
Uber,UberX,South Station,West End,12.0,2.14
Uber,UberPool,Haymarket Square,West End,6.5,0.72
Uber,UberXL,Financial District,Haymarket Square,11.5,0.99
Uber,UberXL,Boston University,Theatre District,17.0,2.62
Lyft,Lux Black,Back Bay,Fenway,19.5,1.42
Lyft,Lux Black XL,North End,Back Bay,32.5,2.66
Lyft,Shared,West End,South Station,5.0,1.75
Lyft,Lyft,Financial District,Haymarket Square,7.0,1.05
Uber,UberXL,Theatre District,Boston University,16.5,2.98
Lyft,Lyft XL,Haymarket Square,Back Bay,19.5,2.31
Lyft,Shared,West End,Northeastern University,10.5,2.86
Uber,UberPool,Back Bay,Northeastern University,5.5,1.34
Uber,Black,South Station,Financial District,15.0,0.39
Lyft,Lux Black,Haymarket Square,Financial District,16.5,0.99
Uber,Black,North End,Back Bay,28.5,4.17
Uber,Black SUV,Back Bay,North End,36.0,2.84
Uber,UberX,Boston University,Back Bay,8.0,1.41
Uber,UberXL,Boston University,West End,17.5,2.8
Lyft,Lyft,Financial District,North End,9.0,1.15
Uber,Black,Back Bay,North End,25.0,2.73
Uber,UberXL,Financial District,Boston University,21.5,4.72
Uber,Black SUV,Haymarket Square,Beacon Hill,27.0,1.35
Uber,UberXL,Back Bay,Northeastern University,13.5,1.64
Uber,Black SUV,North End,Theatre District,27.5,1.57
Uber,UberX,Financial District,Fenway,12.5,4.41
Uber,Black SUV,Back Bay,Northeastern University,25.0,1.64
Uber,Black SUV,North End,Beacon Hill,42.0,2.21
Lyft,Shared,Boston University,Beacon Hill,7.0,2.36
Lyft,Lyft XL,Haymarket Square,Financial District,11.0,1.02
Uber,WAV,Beacon Hill,Haymarket Square,9.0,1.36
Uber,WAV,North End,Back Bay,11.5,3.16
Uber,WAV,Beacon Hill,Boston University,9.0,2.79
Uber,Black SUV,Haymarket Square,Beacon Hill,27.0,1.35
Uber,UberPool,Theatre District,South Station,7.0,1.3
Uber,WAV,Boston University,West End,9.5,2.8
Lyft,Shared,Northeastern University,West End,7.0,3.06
Lyft,Lux Black XL,Fenway,Financial District,42.5,3.77
Uber,Black,South Station,Theatre District,16.0,0.55
Uber,UberXL,Haymarket Square,Theatre District,12.0,1.61
Uber,Black,Financial District,Northeastern University,25.0,4.55
Uber,WAV,Beacon Hill,Boston University,9.5,2.79
Uber,UberXL,Theatre District,South Station,12.5,1.28
Lyft,Lux Black XL,Fenway,Financial District,45.5,4.54
Uber,WAV,Beacon Hill,North End,8.0,1.79
Lyft,Lux,Back Bay,Haymarket Square,16.5,2.39
Uber,Black SUV,Theatre District,North End,26.0,1.41
Uber,Black,South Station,Back Bay,27.5,6.26
Uber,UberPool,North Station,South Station,8.0,2.29
Uber,UberX,West End,Northeastern University,10.5,2.86
Uber,UberX,North Station,Haymarket Square,7.0,0.49
Lyft,Lyft XL,Haymarket Square,Theatre District,13.5,1.78
Lyft,Lyft,Financial District,Haymarket Square,7.0,0.91
Lyft,Lyft,Fenway,Financial District,16.5,4.4
Uber,UberPool,Back Bay,Boston University,9.0,1.56
Uber,UberX,North End,West End,7.5,1.0
Lyft,Lux Black XL,Fenway,Back Bay,26.0,1.39
Uber,Black SUV,West End,Haymarket Square,26.0,0.61
Uber,UberPool,Fenway,Theatre District,10.0,2.77
Lyft,Lyft XL,Back Bay,Northeastern University,10.5,1.27
Lyft,Lyft,West End,North End,9.0,1.24
Lyft,Lux Black,North Station,Northeastern University,26.0,3.26
Uber,WAV,Financial District,Fenway,14.0,3.63
Lyft,Lux,North End,Financial District,13.5,1.26
Lyft,Shared,Fenway,Back Bay,3.0,1.42
Uber,Black,Beacon Hill,North End,16.0,1.46
Lyft,Lyft,Boston University,West End,10.5,2.85
Lyft,Shared,Beacon Hill,Boston University,7.0,2.62
Lyft,Shared,North Station,Northeastern University,9.0,3.24
Lyft,Lux Black XL,North Station,North End,27.5,1.03
Lyft,Lux Black XL,Back Bay,North End,34.0,2.52
Uber,WAV,Financial District,Haymarket Square,8.0,0.9
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,27.5,1.17
Uber,UberX,Haymarket Square,Beacon Hill,8.0,1.23
Lyft,Lux Black XL,West End,Haymarket Square,26.0,0.66
Lyft,Lux Black XL,South Station,Back Bay,26.0,1.33
Lyft,Lux Black,Financial District,Fenway,34.0,4.27
Lyft,Lyft XL,Northeastern University,West End,16.5,3.06
Uber,UberXL,Boston University,Financial District,30.5,5.56
Uber,WAV,Financial District,Northeastern University,13.0,3.79
Lyft,Shared,South Station,Beacon Hill,7.0,2.35
Uber,Black,Back Bay,Haymarket Square,22.0,2.3
Uber,UberPool,South Station,Beacon Hill,8.0,2.48
Uber,Black,North End,Beacon Hill,17.0,1.46
Lyft,Lyft XL,Beacon Hill,North End,13.5,1.54
Uber,Black,Haymarket Square,North Station,15.0,0.56
Lyft,Lux,West End,North End,13.5,1.22
Lyft,Lux Black XL,North End,Back Bay,45.5,2.61
Uber,Black SUV,Fenway,West End,29.5,2.84
Uber,UberPool,Haymarket Square,Beacon Hill,9.0,1.35
Lyft,Lux Black XL,Beacon Hill,South Station,32.5,2.59
Uber,Black,South Station,West End,17.5,2.14
Lyft,Lux Black,South Station,Theatre District,16.5,0.63
Lyft,Lyft XL,South Station,Financial District,9.0,0.43
Uber,UberPool,Northeastern University,Financial District,9.5,2.44
Uber,UberXL,Boston University,Financial District,26.0,5.66
Lyft,Lux Black XL,Fenway,Financial District,45.5,4.55
Lyft,Lux Black,Financial District,South Station,16.5,0.69
Lyft,Shared,Beacon Hill,South Station,3.5,2.54
Lyft,Lyft XL,South Station,West End,13.5,1.73
Uber,Black,Fenway,Back Bay,15.0,1.34
Uber,Black,Back Bay,Fenway,14.0,1.5
Uber,WAV,Haymarket Square,Theatre District,9.5,1.61
Lyft,Lyft XL,West End,Haymarket Square,9.0,0.64
Lyft,Lyft XL,Theatre District,Haymarket Square,10.5,1.26
Uber,UberX,West End,Boston University,9.5,3.04
Lyft,Lux Black XL,Haymarket Square,West End,26.0,0.92
Lyft,Lux Black,Boston University,North Station,26.0,3.15
Uber,Black SUV,Fenway,Back Bay,25.0,1.34
Uber,Black SUV,Fenway,Financial District,41.5,4.48
Uber,Black,West End,North End,17.0,1.11
Lyft,Lyft,Back Bay,North End,13.5,2.95
Lyft,Lux,Beacon Hill,South Station,16.5,2.42
Uber,WAV,West End,Fenway,10.5,2.72
Uber,Black,North Station,South Station,19.5,2.29
Uber,UberXL,Northeastern University,North Station,17.5,3.42
Uber,UberPool,Beacon Hill,Fenway,8.0,2.46
Lyft,Shared,Boston University,Theatre District,3.0,3.1
Lyft,Lux Black,Boston University,West End,26.0,2.83
Uber,UberXL,Financial District,Boston University,20.5,4.72
Lyft,Lyft XL,Back Bay,Fenway,10.5,1.53
Uber,UberXL,South Station,Financial District,10.5,0.39
Uber,Black SUV,Beacon Hill,Northeastern University,30.5,2.61
Lyft,Lux,Boston University,Back Bay,13.5,1.55
Uber,UberXL,Theatre District,Fenway,16.0,2.66
Uber,UberXL,South Station,Back Bay,19.5,3.45
Uber,UberXL,West End,Fenway,16.0,2.72
Uber,UberPool,Boston University,West End,10.0,2.8
Lyft,Lyft XL,Theatre District,South Station,11.0,1.13
Uber,UberXL,North Station,Boston University,18.5,3.39
Uber,UberX,South Station,Financial District,7.0,0.39
Lyft,Lux Black,North Station,North End,16.5,1.13
Uber,UberPool,Northeastern University,Beacon Hill,9.0,2.56
Uber,WAV,Back Bay,North End,9.5,2.34
Uber,Black SUV,Back Bay,Boston University,26.5,1.56
Uber,UberX,Back Bay,Northeastern University,8.0,1.64
Lyft,Lux,Theatre District,Boston University,19.5,2.96
Lyft,Lyft XL,North End,Beacon Hill,13.5,1.73
Uber,UberXL,Northeastern University,North Station,18.5,2.82
Lyft,Lyft XL,Financial District,South Station,13.5,0.59
Lyft,Lyft,South Station,North Station,10.5,2.06
Lyft,Lux,Northeastern University,Financial District,22.5,3.4
Lyft,Lyft XL,Back Bay,Boston University,10.5,1.52
Uber,WAV,West End,Boston University,9.0,3.04
Lyft,Shared,Boston University,Financial District,10.5,4.53
Lyft,Shared,Fenway,West End,7.0,2.92
Uber,UberX,North Station,Haymarket Square,7.0,0.49
Uber,UberXL,Northeastern University,Back Bay,10.5,1.22
Uber,Black,North Station,North End,16.0,0.92
Uber,WAV,Beacon Hill,Haymarket Square,8.0,1.36
Lyft,Lux,Haymarket Square,Back Bay,19.5,2.3
Uber,Black SUV,South Station,West End,26.5,2.14
Lyft,Lux Black,South Station,North Station,22.5,2.04
Lyft,Lux Black XL,Financial District,South Station,26.0,0.57
Uber,UberPool,Fenway,West End,10.0,2.84
Uber,WAV,Haymarket Square,Beacon Hill,8.0,1.35
Uber,UberPool,Beacon Hill,South Station,9.0,2.58
Lyft,Lux,Fenway,West End,19.5,2.98
Uber,UberXL,Boston University,Financial District,21.5,4.44
Lyft,Lyft XL,Haymarket Square,Theatre District,13.5,1.74
Uber,UberPool,Haymarket Square,Beacon Hill,7.5,1.35
Uber,WAV,Haymarket Square,West End,7.0,0.72
Lyft,Lyft,Financial District,North End,7.0,1.09
Uber,WAV,North Station,North End,8.5,1.03
Lyft,Lyft,Fenway,North Station,10.5,3.15
Uber,WAV,North Station,Fenway,10.5,3.07
Lyft,Lyft XL,Theatre District,Boston University,16.5,2.98
Uber,Black SUV,North Station,South Station,29.5,2.29
Uber,UberX,Northeastern University,Theatre District,9.5,1.81
Uber,WAV,Northeastern University,West End,10.5,3.15
Lyft,Shared,Haymarket Square,Theatre District,7.0,1.77
Lyft,Shared,Northeastern University,West End,7.0,3.04
Lyft,Lyft,Fenway,West End,10.5,2.99
Uber,WAV,South Station,Financial District,7.0,0.39
Uber,Black,Beacon Hill,North End,20.5,1.9
Uber,UberX,North End,Back Bay,11.5,2.33
Lyft,Lux Black XL,Haymarket Square,West End,26.0,0.74
Uber,WAV,Theatre District,Haymarket Square,8.0,1.16
Uber,WAV,South Station,North Station,9.0,2.17
Uber,UberX,North Station,Boston University,11.0,3.39
Lyft,Lux Black,Theatre District,Fenway,27.5,2.57
Lyft,Shared,Beacon Hill,South Station,7.0,2.58
Uber,Black,Boston University,Beacon Hill,22.0,2.27
Uber,Black,North Station,North End,15.0,0.92
Uber,Black,South Station,Back Bay,22.5,3.45
Lyft,Lux Black,South Station,Beacon Hill,16.5,1.52
Lyft,Lux Black XL,Northeastern University,Theatre District,32.5,2.41
Lyft,Lux Black XL,Financial District,Northeastern University,42.5,4.18
Uber,Black SUV,Theatre District,Fenway,29.5,2.66
Uber,UberPool,West End,North End,8.0,1.16
Uber,UberPool,Boston University,West End,10.0,2.8
Uber,UberPool,Theatre District,North End,8.0,1.41
Uber,UberX,Haymarket Square,Financial District,7.5,1.25
Uber,UberXL,Northeastern University,North Station,18.5,3.15
Uber,UberX,Back Bay,North End,12.0,2.73
Lyft,Lyft XL,North Station,Northeastern University,52.5,3.74
Uber,Black SUV,Back Bay,Haymarket Square,34.0,2.3
Uber,UberXL,South Station,Beacon Hill,8.5,0.6
Uber,UberXL,Haymarket Square,Theatre District,14.5,1.61
Lyft,Lyft XL,Fenway,Back Bay,13.5,1.43
Lyft,Lux Black,West End,Northeastern University,38.5,2.79
Uber,UberPool,Beacon Hill,Boston University,4.5,1.28
Lyft,Lux Black XL,Boston University,Financial District,47.5,5.41
Uber,WAV,North End,Beacon Hill,9.5,1.35
Uber,Black SUV,Back Bay,Boston University,25.0,1.56
Lyft,Lyft,West End,Boston University,10.5,3.14
Uber,UberXL,Financial District,North End,12.0,1.1
Uber,UberXL,Back Bay,Northeastern University,14.0,1.64
Uber,UberX,Theatre District,Boston University,10.5,2.98
Uber,WAV,Haymarket Square,North Station,7.0,0.56
Uber,UberXL,South Station,West End,20.5,1.42
Uber,Black,North End,West End,16.5,1.23
Lyft,Lux,North End,Back Bay,16.5,2.42
Lyft,Lux Black XL,North Station,North End,26.0,1.1
Lyft,Lux,Northeastern University,North Station,22.5,3.33
Uber,UberXL,North Station,North End,13.0,1.03
Uber,WAV,North Station,South Station,8.5,1.85
Uber,UberXL,Back Bay,North End,16.0,2.33
Lyft,Lux Black XL,Fenway,Financial District,55.0,4.54
Uber,UberXL,Boston University,Financial District,23.0,5.56
Lyft,Lyft XL,West End,North End,10.5,1.17
Uber,WAV,Theatre District,Boston University,11.0,2.98
Lyft,Lux Black,Financial District,Northeastern University,34.0,4.17
Lyft,Lyft,West End,Fenway,10.5,3.16
Lyft,Lyft XL,Beacon Hill,Fenway,16.5,2.42
Uber,WAV,Back Bay,Haymarket Square,14.0,3.79
Lyft,Lux,North Station,South Station,16.5,2.33
Lyft,Lux,West End,Fenway,19.5,2.86
Uber,Black SUV,Boston University,Back Bay,27.0,1.41
Uber,WAV,Theatre District,Fenway,11.5,2.21
Uber,UberXL,Beacon Hill,Boston University,17.0,2.79
Lyft,Lyft XL,Theatre District,South Station,10.5,1.13
Uber,UberPool,Back Bay,South Station,10.0,3.53
Lyft,Lux,Financial District,North End,13.5,1.2
Lyft,Lux,Back Bay,Boston University,22.5,1.59
Lyft,Lyft,Financial District,Northeastern University,22.5,3.95
Uber,UberPool,Financial District,North End,5.5,1.04
Uber,UberPool,Northeastern University,Back Bay,7.5,1.08
Lyft,Shared,Beacon Hill,South Station,7.0,2.46
Lyft,Lyft,Northeastern University,Theatre District,11.0,2.14
Lyft,Lux,West End,Boston University,22.5,3.41
Lyft,Lux Black XL,South Station,Back Bay,27.5,1.34
Lyft,Shared,Boston University,Theatre District,10.5,4.65
Uber,WAV,Boston University,Back Bay,8.5,1.39
Lyft,Lyft XL,North Station,Boston University,19.5,3.48
Uber,UberPool,Northeastern University,Back Bay,7.0,1.22
Uber,UberPool,North End,Theatre District,8.5,1.57
Lyft,Lux Black,Financial District,North End,19.5,1.13
Lyft,Lyft,Fenway,Back Bay,9.0,1.38
Lyft,Lyft XL,Back Bay,Haymarket Square,16.5,2.37
Uber,WAV,Northeastern University,Theatre District,9.0,1.81
Uber,Black SUV,North Station,North End,26.0,0.92
Uber,UberX,Back Bay,Boston University,8.0,1.56
Lyft,Shared,North Station,Fenway,7.0,3.25
Uber,Black,Haymarket Square,Beacon Hill,16.0,1.35
Lyft,Lyft,North Station,Northeastern University,11.0,3.26
Uber,UberX,South Station,Beacon Hill,8.5,2.48
Lyft,Lux Black,Northeastern University,Back Bay,16.5,1.02
Lyft,Lyft,Financial District,North End,7.0,1.15
Lyft,Lux Black,North End,West End,16.5,1.06
Uber,UberX,Back Bay,Fenway,8.0,1.49
Uber,Black SUV,North Station,Northeastern University,34.0,3.22
Uber,WAV,West End,Fenway,11.5,2.71
Uber,UberPool,West End,South Station,8.0,1.71
Lyft,Lyft XL,Beacon Hill,South Station,16.5,2.56
Lyft,Lyft XL,West End,Haymarket Square,9.0,0.69
Uber,UberX,Boston University,North Station,10.5,3.01
Lyft,Lux Black,Northeastern University,Back Bay,16.5,1.04
Uber,UberX,Financial District,Northeastern University,12.0,4.54
Uber,WAV,Financial District,Haymarket Square,7.5,0.8
Lyft,Lyft,North End,North Station,7.0,1.03
Uber,WAV,Fenway,Back Bay,7.0,1.34
Lyft,Shared,Beacon Hill,Haymarket Square,5.0,1.33
Lyft,Lux,West End,Northeastern University,16.5,2.8
Uber,UberX,West End,Northeastern University,10.5,2.86
Lyft,Lux Black,Beacon Hill,South Station,22.5,2.53
Uber,WAV,Boston University,Beacon Hill,9.5,2.27
Lyft,Lux Black XL,Financial District,Haymarket Square,27.5,1.01
Uber,Black SUV,Haymarket Square,Back Bay,32.0,2.2
Lyft,Lux Black XL,Theatre District,Northeastern University,32.5,2.15
Lyft,Lux Black XL,Beacon Hill,North End,26.0,1.84
Uber,UberXL,Haymarket Square,Theatre District,13.5,1.61
Lyft,Lyft,North End,Financial District,7.0,1.17
Lyft,Lyft,Financial District,Boston University,13.5,4.28
Lyft,Lyft,Boston University,Theatre District,11.0,4.82
Uber,Black SUV,Back Bay,Haymarket Square,29.0,2.3
Lyft,Lux Black XL,Beacon Hill,Boston University,30.0,2.67
Uber,UberX,Financial District,North End,7.5,1.04
Uber,UberXL,Fenway,Theatre District,16.5,2.66
Uber,WAV,Fenway,West End,11.5,2.84
Uber,Black,Beacon Hill,South Station,19.5,2.58
Lyft,Shared,Back Bay,Northeastern University,7.0,1.26
Uber,Black SUV,West End,South Station,26.0,1.63
Uber,UberXL,North End,Beacon Hill,15.0,2.19
Uber,Black,West End,North End,16.5,1.16
Uber,Black SUV,South Station,Financial District,26.0,0.39
Lyft,Lux,Financial District,North End,13.5,1.15
Lyft,Lyft XL,West End,Haymarket Square,9.0,0.65
Uber,UberPool,South Station,Back Bay,11.0,3.45
Uber,Black,Beacon Hill,North End,20.5,1.89
Lyft,Lux Black,Haymarket Square,Beacon Hill,16.5,1.32
Uber,UberX,South Station,Beacon Hill,9.5,2.48
Uber,Black,South Station,Back Bay,23.0,3.45
Lyft,Lux,Boston University,North Station,22.5,3.14
Lyft,Lux,Beacon Hill,Boston University,16.5,2.66
Uber,UberXL,Haymarket Square,North Station,9.5,0.56
Uber,UberXL,North Station,Haymarket Square,9.0,0.49
Lyft,Lux,Back Bay,South Station,19.5,2.61
Lyft,Lux Black XL,Haymarket Square,Theatre District,27.5,1.72
Lyft,Lyft XL,Beacon Hill,South Station,13.5,2.58
Lyft,Lux Black,Beacon Hill,North End,22.5,1.81
Uber,Black SUV,North End,West End,27.0,0.98
Uber,Black,Beacon Hill,Haymarket Square,16.0,0.91
Lyft,Lyft,North Station,Fenway,10.5,3.25
Lyft,Lux Black,West End,South Station,22.5,1.9
Lyft,Lux,West End,South Station,16.5,1.85
Lyft,Shared,Fenway,North Station,7.0,3.2
Uber,UberX,Back Bay,North End,11.5,2.73
Lyft,Lux Black,Fenway,North Station,27.5,3.18
Lyft,Lux Black XL,North Station,South Station,30.0,2.28
Lyft,Lux Black,Northeastern University,Back Bay,16.5,1.03
Uber,Black SUV,Back Bay,Haymarket Square,30.5,2.04
Lyft,Lyft,North End,Back Bay,10.5,2.63
Uber,Black,South Station,West End,19.5,2.14
Lyft,Lyft XL,Northeastern University,Back Bay,10.5,1.08
Uber,WAV,Financial District,Boston University,15.0,4.3
Uber,WAV,Beacon Hill,South Station,10.5,2.5
Uber,UberXL,West End,North End,11.0,1.22
Uber,Black SUV,Beacon Hill,Northeastern University,27.5,2.61
Uber,UberPool,Theatre District,South Station,7.5,1.3
Uber,UberX,South Station,Theatre District,7.0,0.55
Uber,UberPool,Theatre District,South Station,6.5,1.3
Uber,Black,Beacon Hill,South Station,20.5,2.5
Uber,UberX,Back Bay,North End,11.5,2.84
Uber,UberX,Theatre District,Boston University,18.5,2.98
Lyft,Shared,Fenway,Theatre District,7.0,3.18
